"cod","mun","total","hombres","mujeres","date"
44147,"Mazaleón",600,309,291,1998
44147,"Mazaleón",605,308,297,1999
44147,"Mazaleón",601,308,293,2000
44147,"Mazaleón",601,306,295,2001
44147,"Mazaleón",611,313,298,2002
44147,"Mazaleón",599,305,294,2003
44147,"Mazaleón",587,303,284,2004
44147,"Mazaleón",585,304,281,2005
44147,"Mazaleón",589,314,275,2006
44147,"Mazaleón",593,318,275,2007
44147,"Mazaleón",582,314,268,2008
44147,"Mazaleón",588,317,271,2009
44147,"Mazaleón",586,316,270,2010
44147,"Mazaleón",564,301,263,2011
44147,"Mazaleón",567,304,263,2012
44147,"Mazaleón",558,304,254,2013
