"cod","mun","total","hombres","mujeres","date"
22016,"Alcampell",950,474,476,1998
22016,"Alcampell",947,472,475,1999
22016,"Alcampell",911,444,467,2000
22016,"Alcampell",901,444,457,2001
22016,"Alcampell",890,437,453,2002
22016,"Alcampell",868,427,441,2003
22016,"Alcampell",849,420,429,2004
22016,"Alcampell",846,415,431,2005
22016,"Alcampell",827,406,421,2006
22016,"Alcampell",821,409,412,2007
22016,"Alcampell",796,403,393,2008
22016,"Alcampell",793,402,391,2009
22016,"Alcampell",782,400,382,2010
22016,"Alcampell",762,388,374,2011
22016,"Alcampell",746,377,369,2012
22016,"Alcampell",724,368,356,2013
