"cod","mun","total","hombres","mujeres","date"
44252,"Villahermosa del Campo",69,40,29,1998
44252,"Villahermosa del Campo",68,39,29,1999
44252,"Villahermosa del Campo",70,38,32,2000
44252,"Villahermosa del Campo",70,39,31,2001
44252,"Villahermosa del Campo",71,39,32,2002
44252,"Villahermosa del Campo",87,45,42,2003
44252,"Villahermosa del Campo",97,52,45,2004
44252,"Villahermosa del Campo",102,55,47,2005
44252,"Villahermosa del Campo",89,49,40,2006
44252,"Villahermosa del Campo",92,54,38,2007
44252,"Villahermosa del Campo",91,53,38,2008
44252,"Villahermosa del Campo",98,57,41,2009
44252,"Villahermosa del Campo",99,59,40,2010
44252,"Villahermosa del Campo",102,61,41,2011
44252,"Villahermosa del Campo",99,61,38,2012
44252,"Villahermosa del Campo",102,64,38,2013
