"cod","mun","total","hombres","mujeres","date"
50248,"Sos del Rey Católico",813,405,408,1998
50248,"Sos del Rey Católico",813,405,408,1999
50248,"Sos del Rey Católico",774,395,379,2000
50248,"Sos del Rey Católico",751,383,368,2001
50248,"Sos del Rey Católico",754,380,374,2002
50248,"Sos del Rey Católico",743,379,364,2003
50248,"Sos del Rey Católico",740,372,368,2004
50248,"Sos del Rey Católico",722,366,356,2005
50248,"Sos del Rey Católico",716,362,354,2006
50248,"Sos del Rey Católico",712,354,358,2007
50248,"Sos del Rey Católico",707,359,348,2008
50248,"Sos del Rey Católico",690,346,344,2009
50248,"Sos del Rey Católico",662,334,328,2010
50248,"Sos del Rey Católico",666,341,325,2011
50248,"Sos del Rey Católico",646,326,320,2012
50248,"Sos del Rey Católico",635,326,309,2013
