"cod","mun","total","hombres","mujeres","date"
44070,"Castellar (El)",105,55,50,1998
44070,"Castellar (El)",100,54,46,1999
44070,"Castellar (El)",97,52,45,2000
44070,"Castellar (El)",94,51,43,2001
44070,"Castellar (El)",90,50,40,2002
44070,"Castellar (El)",87,50,37,2003
44070,"Castellar (El)",81,47,34,2004
44070,"Castellar (El)",77,45,32,2005
44070,"Castellar (El)",80,48,32,2006
44070,"Castellar (El)",76,46,30,2007
44070,"Castellar (El)",75,47,28,2008
44070,"Castellar (El)",76,47,29,2009
44070,"Castellar (El)",68,42,26,2010
44070,"Castellar (El)",69,44,25,2011
44070,"Castellar (El)",64,42,22,2012
44070,"Castellar (El)",62,40,22,2013
