"cod","mun","total","hombres","mujeres","date"
50233,"Samper del Salz",144,72,72,1998
50233,"Samper del Salz",142,71,71,1999
50233,"Samper del Salz",142,73,69,2000
50233,"Samper del Salz",143,73,70,2001
50233,"Samper del Salz",137,69,68,2002
50233,"Samper del Salz",135,69,66,2003
50233,"Samper del Salz",130,68,62,2004
50233,"Samper del Salz",124,65,59,2005
50233,"Samper del Salz",114,60,54,2006
50233,"Samper del Salz",105,54,51,2007
50233,"Samper del Salz",107,58,49,2008
50233,"Samper del Salz",123,61,62,2009
50233,"Samper del Salz",128,66,62,2010
50233,"Samper del Salz",119,63,56,2011
50233,"Samper del Salz",121,66,55,2012
50233,"Samper del Salz",109,62,47,2013
