"cod","mun","total","hombres","mujeres","date"
50276,"Valpalmas",198,100,98,1998
50276,"Valpalmas",201,100,101,1999
50276,"Valpalmas",200,98,102,2000
50276,"Valpalmas",189,92,97,2001
50276,"Valpalmas",182,89,93,2002
50276,"Valpalmas",169,84,85,2003
50276,"Valpalmas",168,83,85,2004
50276,"Valpalmas",166,83,83,2005
50276,"Valpalmas",167,84,83,2006
50276,"Valpalmas",166,82,84,2007
50276,"Valpalmas",165,81,84,2008
50276,"Valpalmas",160,79,81,2009
50276,"Valpalmas",155,75,80,2010
50276,"Valpalmas",164,78,86,2011
50276,"Valpalmas",161,75,86,2012
50276,"Valpalmas",151,72,79,2013
