"cod","mun","total","hombres","mujeres","date"
44043,"Blesa",156,93,63,1998
44043,"Blesa",156,94,62,1999
44043,"Blesa",156,95,61,2000
44043,"Blesa",149,92,57,2001
44043,"Blesa",142,85,57,2002
44043,"Blesa",139,85,54,2003
44043,"Blesa",142,88,54,2004
44043,"Blesa",135,84,51,2005
44043,"Blesa",122,75,47,2006
44043,"Blesa",123,75,48,2007
44043,"Blesa",124,78,46,2008
44043,"Blesa",123,77,46,2009
44043,"Blesa",121,74,47,2010
44043,"Blesa",132,81,51,2011
44043,"Blesa",125,78,47,2012
44043,"Blesa",118,75,43,2013
