"cod","mun","total","hombres","mujeres","date"
50024,"Almonacid de la Sierra",854,443,411,1998
50024,"Almonacid de la Sierra",866,453,413,1999
50024,"Almonacid de la Sierra",859,448,411,2000
50024,"Almonacid de la Sierra",861,452,409,2001
50024,"Almonacid de la Sierra",867,465,402,2002
50024,"Almonacid de la Sierra",881,471,410,2003
50024,"Almonacid de la Sierra",894,482,412,2004
50024,"Almonacid de la Sierra",877,480,397,2005
50024,"Almonacid de la Sierra",853,469,384,2006
50024,"Almonacid de la Sierra",821,444,377,2007
50024,"Almonacid de la Sierra",821,442,379,2008
50024,"Almonacid de la Sierra",815,437,378,2009
50024,"Almonacid de la Sierra",790,429,361,2010
50024,"Almonacid de la Sierra",824,461,363,2011
50024,"Almonacid de la Sierra",781,438,343,2012
50024,"Almonacid de la Sierra",744,423,321,2013
