"cod","mun","total","hombres","mujeres","date"
22086,"Castiello de Jaca",160,82,78,1998
22086,"Castiello de Jaca",166,83,83,1999
22086,"Castiello de Jaca",185,98,87,2000
22086,"Castiello de Jaca",182,96,86,2001
22086,"Castiello de Jaca",181,96,85,2002
22086,"Castiello de Jaca",180,98,82,2003
22086,"Castiello de Jaca",198,108,90,2004
22086,"Castiello de Jaca",219,122,97,2005
22086,"Castiello de Jaca",230,125,105,2006
22086,"Castiello de Jaca",249,137,112,2007
22086,"Castiello de Jaca",257,141,116,2008
22086,"Castiello de Jaca",265,143,122,2009
22086,"Castiello de Jaca",256,139,117,2010
22086,"Castiello de Jaca",257,138,119,2011
22086,"Castiello de Jaca",249,133,116,2012
22086,"Castiello de Jaca",249,135,114,2013
