"cod","mun","total","hombres","mujeres","date"
22062,"Bisaurri",220,123,97,1998
22062,"Bisaurri",216,123,93,1999
22062,"Bisaurri",216,123,93,2000
22062,"Bisaurri",225,126,99,2001
22062,"Bisaurri",237,130,107,2002
22062,"Bisaurri",235,126,109,2003
22062,"Bisaurri",248,131,117,2004
22062,"Bisaurri",248,132,116,2005
22062,"Bisaurri",247,131,116,2006
22062,"Bisaurri",239,125,114,2007
22062,"Bisaurri",234,122,112,2008
22062,"Bisaurri",226,120,106,2009
22062,"Bisaurri",208,105,103,2010
22062,"Bisaurri",206,103,103,2011
22062,"Bisaurri",202,104,98,2012
22062,"Bisaurri",194,98,96,2013
