"cod","mun","total","hombres","mujeres","date"
44105,"Fórnoles",101,46,55,1998
44105,"Fórnoles",107,50,57,1999
44105,"Fórnoles",104,49,55,2000
44105,"Fórnoles",103,48,55,2001
44105,"Fórnoles",100,49,51,2002
44105,"Fórnoles",101,46,55,2003
44105,"Fórnoles",103,47,56,2004
44105,"Fórnoles",101,48,53,2005
44105,"Fórnoles",105,53,52,2006
44105,"Fórnoles",104,53,51,2007
44105,"Fórnoles",103,56,47,2008
44105,"Fórnoles",99,54,45,2009
44105,"Fórnoles",103,52,51,2010
44105,"Fórnoles",102,52,50,2011
44105,"Fórnoles",105,52,53,2012
44105,"Fórnoles",93,44,49,2013
