"cod","mun","total","hombres","mujeres","date"
50076,"Castejón de las Armas",143,70,73,1998
50076,"Castejón de las Armas",142,71,71,1999
50076,"Castejón de las Armas",135,66,69,2000
50076,"Castejón de las Armas",128,65,63,2001
50076,"Castejón de las Armas",115,56,59,2002
50076,"Castejón de las Armas",105,53,52,2003
50076,"Castejón de las Armas",99,51,48,2004
50076,"Castejón de las Armas",95,51,44,2005
50076,"Castejón de las Armas",111,61,50,2006
50076,"Castejón de las Armas",114,65,49,2007
50076,"Castejón de las Armas",127,72,55,2008
50076,"Castejón de las Armas",117,67,50,2009
50076,"Castejón de las Armas",122,66,56,2010
50076,"Castejón de las Armas",121,67,54,2011
50076,"Castejón de las Armas",118,64,54,2012
50076,"Castejón de las Armas",106,57,49,2013
