"cod","mun","total","hombres","mujeres","date"
50140,"Litago",181,105,76,1998
50140,"Litago",184,106,78,1999
50140,"Litago",182,100,82,2000
50140,"Litago",185,101,84,2001
50140,"Litago",183,98,85,2002
50140,"Litago",203,113,90,2003
50140,"Litago",195,106,89,2004
50140,"Litago",192,104,88,2005
50140,"Litago",187,101,86,2006
50140,"Litago",185,98,87,2007
50140,"Litago",184,95,89,2008
50140,"Litago",180,94,86,2009
50140,"Litago",183,100,83,2010
50140,"Litago",185,102,83,2011
50140,"Litago",174,97,77,2012
50140,"Litago",173,96,77,2013
