"cod","mun","total","hombres","mujeres","date"
22027,"Angüés",429,234,195,1998
22027,"Angüés",434,236,198,1999
22027,"Angüés",435,237,198,2000
22027,"Angüés",441,241,200,2001
22027,"Angüés",440,239,201,2002
22027,"Angüés",427,234,193,2003
22027,"Angüés",423,230,193,2004
22027,"Angüés",417,227,190,2005
22027,"Angüés",423,226,197,2006
22027,"Angüés",422,224,198,2007
22027,"Angüés",423,221,202,2008
22027,"Angüés",431,222,209,2009
22027,"Angüés",429,226,203,2010
22027,"Angüés",439,229,210,2011
22027,"Angüés",419,223,196,2012
22027,"Angüés",419,223,196,2013
