"cod","mun","total","hombres","mujeres","date"
50264,"Tosos",206,107,99,1998
50264,"Tosos",203,104,99,1999
50264,"Tosos",200,103,97,2000
50264,"Tosos",192,98,94,2001
50264,"Tosos",194,98,96,2002
50264,"Tosos",210,110,100,2003
50264,"Tosos",217,112,105,2004
50264,"Tosos",221,117,104,2005
50264,"Tosos",215,120,95,2006
50264,"Tosos",239,131,108,2007
50264,"Tosos",246,137,109,2008
50264,"Tosos",244,131,113,2009
50264,"Tosos",245,134,111,2010
50264,"Tosos",242,129,113,2011
50264,"Tosos",226,127,99,2012
50264,"Tosos",210,116,94,2013
