"cod","mun","total","hombres","mujeres","date"
44112,"Fuentes Claras",665,332,333,1998
44112,"Fuentes Claras",656,323,333,1999
44112,"Fuentes Claras",650,321,329,2000
44112,"Fuentes Claras",636,313,323,2001
44112,"Fuentes Claras",613,300,313,2002
44112,"Fuentes Claras",589,291,298,2003
44112,"Fuentes Claras",571,288,283,2004
44112,"Fuentes Claras",608,318,290,2005
44112,"Fuentes Claras",641,351,290,2006
44112,"Fuentes Claras",605,329,276,2007
44112,"Fuentes Claras",673,405,268,2008
44112,"Fuentes Claras",663,377,286,2009
44112,"Fuentes Claras",590,312,278,2010
44112,"Fuentes Claras",582,308,274,2011
44112,"Fuentes Claras",576,309,267,2012
44112,"Fuentes Claras",553,304,249,2013
