"cod","mun","total","hombres","mujeres","date"
44022,"Alloza",817,394,423,1998
44022,"Alloza",796,386,410,1999
44022,"Alloza",772,367,405,2000
44022,"Alloza",743,356,387,2001
44022,"Alloza",715,349,366,2002
44022,"Alloza",703,349,354,2003
44022,"Alloza",691,340,351,2004
44022,"Alloza",692,340,352,2005
44022,"Alloza",695,344,351,2006
44022,"Alloza",698,345,353,2007
44022,"Alloza",709,364,345,2008
44022,"Alloza",711,365,346,2009
44022,"Alloza",711,368,343,2010
44022,"Alloza",701,359,342,2011
44022,"Alloza",673,349,324,2012
44022,"Alloza",667,340,327,2013
