"cod","mun","total","hombres","mujeres","date"
22135,"Laluenga",265,138,127,1998
22135,"Laluenga",270,138,132,1999
22135,"Laluenga",266,137,129,2000
22135,"Laluenga",268,135,133,2001
22135,"Laluenga",262,136,126,2002
22135,"Laluenga",250,132,118,2003
22135,"Laluenga",248,133,115,2004
22135,"Laluenga",247,135,112,2005
22135,"Laluenga",244,133,111,2006
22135,"Laluenga",234,130,104,2007
22135,"Laluenga",233,131,102,2008
22135,"Laluenga",233,128,105,2009
22135,"Laluenga",220,121,99,2010
22135,"Laluenga",216,119,97,2011
22135,"Laluenga",221,121,100,2012
22135,"Laluenga",225,122,103,2013
