"cod","mun","total","hombres","mujeres","date"
22075,"Camporrélls",254,130,124,1998
22075,"Camporrélls",247,129,118,1999
22075,"Camporrélls",248,127,121,2000
22075,"Camporrélls",247,128,119,2001
22075,"Camporrélls",253,132,121,2002
22075,"Camporrélls",241,126,115,2003
22075,"Camporrélls",231,122,109,2004
22075,"Camporrélls",233,127,106,2005
22075,"Camporrells",217,120,97,2006
22075,"Camporrélls",219,122,97,2007
22075,"Camporrélls",206,115,91,2008
22075,"Camporrélls",196,110,86,2009
22075,"Camporrélls",193,105,88,2010
22075,"Camporrélls",182,100,82,2011
22075,"Camporrélls",167,92,75,2012
22075,"Camporrélls",165,94,71,2013
