"cod","mun","total","hombres","mujeres","date"
44084,"Cortes de Aragón",134,68,66,1998
44084,"Cortes de Aragón",122,61,61,1999
44084,"Cortes de Aragón",117,58,59,2000
44084,"Cortes de Aragón",121,60,61,2001
44084,"Cortes de Aragón",122,62,60,2002
44084,"Cortes de Aragón",116,59,57,2003
44084,"Cortes de Aragón",111,59,52,2004
44084,"Cortes de Aragón",105,58,47,2005
44084,"Cortes de Aragón",103,56,47,2006
44084,"Cortes de Aragón",91,48,43,2007
44084,"Cortes de Aragón",86,44,42,2008
44084,"Cortes de Aragón",80,39,41,2009
44084,"Cortes de Aragón",75,36,39,2010
44084,"Cortes de Aragón",76,37,39,2011
44084,"Cortes de Aragón",72,36,36,2012
44084,"Cortes de Aragón",57,26,31,2013
