"cod","mun","total","hombres","mujeres","date"
50020,"Alhama de Aragón",1204,584,620,1998
50020,"Alhama de Aragón",1204,584,620,1999
50020,"Alhama de Aragón",1178,568,610,2000
50020,"Alhama de Aragón",1171,570,601,2001
50020,"Alhama de Aragón",1187,585,602,2002
50020,"Alhama de Aragón",1150,576,574,2003
50020,"Alhama de Aragón",1150,586,564,2004
50020,"Alhama de Aragón",1146,590,556,2005
50020,"Alhama de Aragón",1129,586,543,2006
50020,"Alhama de Aragón",1173,613,560,2007
50020,"Alhama de Aragón",1211,629,582,2008
50020,"Alhama de Aragón",1225,632,593,2009
50020,"Alhama de Aragón",1172,604,568,2010
50020,"Alhama de Aragón",1146,604,542,2011
50020,"Alhama de Aragón",1124,591,533,2012
50020,"Alhama de Aragón",1106,584,522,2013
