"cod","mun","total","hombres","mujeres","date"
22014,"Alcalá de Gurrea",342,166,176,1998
22014,"Alcalá de Gurrea",332,162,170,1999
22014,"Alcalá de Gurrea",319,153,166,2000
22014,"Alcalá de Gurrea",312,152,160,2001
22014,"Alcalá de Gurrea",289,143,146,2002
22014,"Alcalá de Gurrea",284,140,144,2003
22014,"Alcalá de Gurrea",292,149,143,2004
22014,"Alcalá de Gurrea",282,140,142,2005
22014,"Alcalá de Gurrea",282,139,143,2006
22014,"Alcalá de Gurrea",276,138,138,2007
22014,"Alcalá de Gurrea",285,143,142,2008
22014,"Alcalá de Gurrea",282,144,138,2009
22014,"Alcalá de Gurrea",278,139,139,2010
22014,"Alcalá de Gurrea",275,137,138,2011
22014,"Alcalá de Gurrea",285,144,141,2012
22014,"Alcalá de Gurrea",277,144,133,2013
