"cod","mun","total","hombres","mujeres","date"
50094,"Daroca",2309,1138,1171,1998
50094,"Daroca",2294,1144,1150,1999
50094,"Daroca",2286,1148,1138,2000
50094,"Daroca",2242,1117,1125,2001
50094,"Daroca",2194,1098,1096,2002
50094,"Daroca",2099,1057,1042,2003
50094,"Daroca",2155,1087,1068,2004
50094,"Daroca",2226,1145,1081,2005
50094,"Daroca",2326,1188,1138,2006
50094,"Daroca",2274,1149,1125,2007
50094,"Daroca",2345,1190,1155,2008
50094,"Daroca",2331,1156,1175,2009
50094,"Daroca",2300,1136,1164,2010
50094,"Daroca",2313,1138,1175,2011
50094,"Daroca",2288,1129,1159,2012
50094,"Daroca",2255,1117,1138,2013
