"cod","mun","total","hombres","mujeres","date"
50135,"Layana",153,75,78,1998
50135,"Layana",145,70,75,1999
50135,"Layana",139,68,71,2000
50135,"Layana",141,69,72,2001
50135,"Layana",137,67,70,2002
50135,"Layana",125,63,62,2003
50135,"Layana",120,61,59,2004
50135,"Layana",123,63,60,2005
50135,"Layana",122,65,57,2006
50135,"Layana",116,63,53,2007
50135,"Layana",114,64,50,2008
50135,"Layana",111,63,48,2009
50135,"Layana",124,70,54,2010
50135,"Layana",123,68,55,2011
50135,"Layana",127,69,58,2012
50135,"Layana",108,62,46,2013
