"cod","mun","total","hombres","mujeres","date"
22077,"Candasnos",569,295,274,1998
22077,"Candasnos",558,290,268,1999
22077,"Candasnos",538,281,257,2000
22077,"Candasnos",530,277,253,2001
22077,"Candasnos",514,268,246,2002
22077,"Candasnos",489,254,235,2003
22077,"Candasnos",470,249,221,2004
22077,"Candasnos",459,241,218,2005
22077,"Candasnos",446,234,212,2006
22077,"Candasnos",439,230,209,2007
22077,"Candasnos",427,221,206,2008
22077,"Candasnos",419,218,201,2009
22077,"Candasnos",409,213,196,2010
22077,"Candasnos",395,206,189,2011
22077,"Candasnos",381,198,183,2012
22077,"Candasnos",349,178,171,2013
