"cod","mun","total","hombres","mujeres","date"
22907,"Aínsa-Sobrarbe",1557,804,753,1998
22907,"Aínsa-Sobrarbe",1579,813,766,1999
22907,"Aínsa-Sobrarbe",1595,829,766,2000
22907,"Aínsa-Sobrarbe",1624,845,779,2001
22907,"Aínsa-Sobrarbe",1667,866,801,2002
22907,"Aínsa-Sobrarbe",1730,912,818,2003
22907,"Aínsa-Sobrarbe",1766,932,834,2004
22907,"Aínsa-Sobrarbe",1826,958,868,2005
22907,"Aínsa-Sobrarbe",1897,984,913,2006
22907,"Aínsa-Sobrarbe",1951,1007,944,2007
22907,"Aínsa-Sobrarbe",2095,1091,1004,2008
22907,"Aínsa-Sobrarbe",2179,1122,1057,2009
22907,"Aínsa-Sobrarbe",2180,1126,1054,2010
22907,"Aínsa-Sobrarbe",2232,1150,1082,2011
22907,"Aínsa-Sobrarbe",2242,1147,1095,2012
22907,"Aínsa-Sobrarbe",2250,1174,1076,2013
