"cod","mun","total","hombres","mujeres","date"
50211,"Plasencia de Jalón",370,201,169,1998
50211,"Plasencia de Jalón",369,201,168,1999
50211,"Plasencia de Jalón",366,198,168,2000
50211,"Plasencia de Jalón",361,196,165,2001
50211,"Plasencia de Jalón",371,204,167,2002
50211,"Plasencia de Jalón",370,205,165,2003
50211,"Plasencia de Jalón",368,205,163,2004
50211,"Plasencia de Jalón",367,209,158,2005
50211,"Plasencia de Jalón",350,196,154,2006
50211,"Plasencia de Jalón",363,202,161,2007
50211,"Plasencia de Jalón",378,219,159,2008
50211,"Plasencia de Jalón",404,239,165,2009
50211,"Plasencia de Jalón",404,234,170,2010
50211,"Plasencia de Jalón",389,219,170,2011
50211,"Plasencia de Jalón",386,214,172,2012
50211,"Plasencia de Jalón",374,205,169,2013
