"cod","mun","total","hombres","mujeres","date"
22901,"Valle de Hecho",980,514,466,1998
22901,"Valle de Hecho",959,497,462,1999
22901,"Valle de Hecho",992,512,480,2000
22901,"Valle de Hecho",994,511,483,2001
22901,"Valle de Hecho",993,509,484,2002
22901,"Valle de Hecho",994,513,481,2003
22901,"Valle de Hecho",984,508,476,2004
22901,"Valle de Hecho",973,506,467,2005
22901,"Valle de Hecho",973,504,469,2006
22901,"Valle de Hecho",957,502,455,2007
22901,"Valle de Hecho",949,498,451,2008
22901,"Valle de Hecho",954,493,461,2009
22901,"Valle de Hecho",960,492,468,2010
22901,"Valle de Hecho",947,488,459,2011
22901,"Valle de Hecho",937,488,449,2012
22901,"Valle de Hecho",924,489,435,2013
