"cod","mun","total","hombres","mujeres","date"
44031,"Azaila",184,99,85,1998
44031,"Azaila",180,99,81,1999
44031,"Azaila",174,97,77,2000
44031,"Azaila",175,98,77,2001
44031,"Azaila",172,97,75,2002
44031,"Azaila",167,98,69,2003
44031,"Azaila",169,97,72,2004
44031,"Azaila",162,94,68,2005
44031,"Azaila",151,87,64,2006
44031,"Azaila",163,94,69,2007
44031,"Azaila",155,88,67,2008
44031,"Azaila",154,89,65,2009
44031,"Azaila",139,78,61,2010
44031,"Azaila",148,82,66,2011
44031,"Azaila",133,70,63,2012
44031,"Azaila",124,63,61,2013
