"cod","mun","total","hombres","mujeres","date"
50136,"Lécera",860,419,441,1998
50136,"Lécera",850,411,439,1999
50136,"Lécera",837,405,432,2000
50136,"Lécera",828,399,429,2001
50136,"Lécera",829,408,421,2002
50136,"Lécera",786,392,394,2003
50136,"Lécera",777,390,387,2004
50136,"Lécera",776,394,382,2005
50136,"Lécera",758,389,369,2006
50136,"Lécera",736,386,350,2007
50136,"Lécera",736,391,345,2008
50136,"Lécera",732,384,348,2009
50136,"Lécera",765,402,363,2010
50136,"Lécera",759,404,355,2011
50136,"Lécera",757,401,356,2012
50136,"Lécera",754,403,351,2013
