"cod","mun","total","hombres","mujeres","date"
50298,"Zuera",5404,2775,2629,1998
50298,"Zuera",5439,2795,2644,1999
50298,"Zuera",5448,2798,2650,2000
50298,"Zuera",5562,2853,2709,2001
50298,"Zuera",5715,2927,2788,2002
50298,"Zuera",5835,3005,2830,2003
50298,"Zuera",5973,3072,2901,2004
50298,"Zuera",6212,3201,3011,2005
50298,"Zuera",6424,3311,3113,2006
50298,"Zuera",6759,3511,3248,2007
50298,"Zuera",7288,3807,3481,2008
50298,"Zuera",7427,3879,3548,2009
50298,"Zuera",7510,3880,3630,2010
50298,"Zuera",7604,3920,3684,2011
50298,"Zuera",7738,3995,3743,2012
50298,"Zuera",7817,4032,3785,2013
