"cod","mun","total","hombres","mujeres","date"
50279,"Velilla de Jiloca",122,61,61,1998
50279,"Velilla de Jiloca",121,61,60,1999
50279,"Velilla de Jiloca",116,59,57,2000
50279,"Velilla de Jiloca",114,60,54,2001
50279,"Velilla de Jiloca",116,58,58,2002
50279,"Velilla de Jiloca",117,59,58,2003
50279,"Velilla de Jiloca",114,57,57,2004
50279,"Velilla de Jiloca",109,55,54,2005
50279,"Velilla de Jiloca",104,53,51,2006
50279,"Velilla de Jiloca",95,49,46,2007
50279,"Velilla de Jiloca",108,56,52,2008
50279,"Velilla de Jiloca",104,53,51,2009
50279,"Velilla de Jiloca",102,53,49,2010
50279,"Velilla de Jiloca",99,53,46,2011
50279,"Velilla de Jiloca",115,66,49,2012
50279,"Velilla de Jiloca",116,65,51,2013
