"cod","mun","total","hombres","mujeres","date"
50072,"Carenas",241,119,122,1998
50072,"Carenas",235,117,118,1999
50072,"Carenas",220,112,108,2000
50072,"Carenas",215,108,107,2001
50072,"Carenas",218,107,111,2002
50072,"Carenas",236,114,122,2003
50072,"Carenas",238,117,121,2004
50072,"Carenas",223,110,113,2005
50072,"Carenas",221,110,111,2006
50072,"Carenas",213,108,105,2007
50072,"Carenas",214,110,104,2008
50072,"Carenas",203,104,99,2009
50072,"Carenas",195,100,95,2010
50072,"Carenas",195,105,90,2011
50072,"Carenas",184,99,85,2012
50072,"Carenas",165,87,78,2013
