"cod","mun","total","hombres","mujeres","date"
44126,"Iglesuela del Cid (La)",486,251,235,1998
44126,"Iglesuela del Cid (La)",499,259,240,1999
44126,"Iglesuela del Cid (La)",499,261,238,2000
44126,"Iglesuela del Cid (La)",489,257,232,2001
44126,"Iglesuela del Cid (La)",493,268,225,2002
44126,"Iglesuela del Cid (La)",484,266,218,2003
44126,"Iglesuela del Cid (La)",501,270,231,2004
44126,"Iglesuela del Cid (La)",492,266,226,2005
44126,"Iglesuela del Cid (La)",498,272,226,2006
44126,"Iglesuela del Cid (La)",491,273,218,2007
44126,"Iglesuela del Cid (La)",505,278,227,2008
44126,"Iglesuela del Cid (La)",502,273,229,2009
44126,"Iglesuela del Cid (La)",505,270,235,2010
44126,"Iglesuela del Cid (La)",501,268,233,2011
44126,"Iglesuela del Cid (La)",496,266,230,2012
44126,"Iglesuela del Cid (La)",469,246,223,2013
