"cod","mun","total","hombres","mujeres","date"
44258,"Villar del Salz",112,60,52,1998
44258,"Villar del Salz",106,58,48,1999
44258,"Villar del Salz",101,56,45,2000
44258,"Villar del Salz",101,56,45,2001
44258,"Villar del Salz",95,52,43,2002
44258,"Villar del Salz",108,61,47,2003
44258,"Villar del Salz",104,60,44,2004
44258,"Villar del Salz",98,57,41,2005
44258,"Villar del Salz",95,55,40,2006
44258,"Villar del Salz",93,54,39,2007
44258,"Villar del Salz",88,53,35,2008
44258,"Villar del Salz",85,50,35,2009
44258,"Villar del Salz",83,48,35,2010
44258,"Villar del Salz",80,47,33,2011
44258,"Villar del Salz",79,46,33,2012
44258,"Villar del Salz",73,42,31,2013
