"cod","mun","total","hombres","mujeres","date"
50181,"Muel",1135,570,565,1998
50181,"Muel",1105,557,548,1999
50181,"Muel",1123,562,561,2000
50181,"Muel",1160,590,570,2001
50181,"Muel",1147,589,558,2002
50181,"Muel",1135,583,552,2003
50181,"Muel",1142,578,564,2004
50181,"Muel",1180,596,584,2005
50181,"Muel",1200,616,584,2006
50181,"Muel",1225,631,594,2007
50181,"Muel",1279,660,619,2008
50181,"Muel",1388,701,687,2009
50181,"Muel",1385,704,681,2010
50181,"Muel",1434,729,705,2011
50181,"Muel",1379,705,674,2012
50181,"Muel",1377,701,676,2013
