"cod","mun","total","hombres","mujeres","date"
44116,"Gargallo",131,72,59,1998
44116,"Gargallo",123,68,55,1999
44116,"Gargallo",121,66,55,2000
44116,"Gargallo",124,68,56,2001
44116,"Gargallo",127,69,58,2002
44116,"Gargallo",117,59,58,2003
44116,"Gargallo",112,56,56,2004
44116,"Gargallo",103,51,52,2005
44116,"Gargallo",101,50,51,2006
44116,"Gargallo",105,54,51,2007
44116,"Gargallo",106,58,48,2008
44116,"Gargallo",102,56,46,2009
44116,"Gargallo",118,65,53,2010
44116,"Gargallo",125,68,57,2011
44116,"Gargallo",122,64,58,2012
44116,"Gargallo",122,65,57,2013
