"cod","mun","total","hombres","mujeres","date"
50027,"Ambel",359,165,194,1998
50027,"Ambel",361,165,196,1999
50027,"Ambel",357,161,196,2000
50027,"Ambel",355,159,196,2001
50027,"Ambel",345,155,190,2002
50027,"Ambel",336,150,186,2003
50027,"Ambel",334,152,182,2004
50027,"Ambel",323,146,177,2005
50027,"Ambel",329,150,179,2006
50027,"Ambel",330,155,175,2007
50027,"Ambel",320,149,171,2008
50027,"Ambel",311,151,160,2009
50027,"Ambel",305,150,155,2010
50027,"Ambel",290,142,148,2011
50027,"Ambel",281,137,144,2012
50027,"Ambel",270,133,137,2013
