"cod","mun","total","hombres","mujeres","date"
50074,"Caspe",7750,3795,3955,1998
50074,"Caspe",7845,3839,4006,1999
50074,"Caspe",7727,3782,3945,2000
50074,"Caspe",7593,3719,3874,2001
50074,"Caspe",7448,3666,3782,2002
50074,"Caspe",7587,3757,3830,2003
50074,"Caspe",7870,3905,3965,2004
50074,"Caspe",8206,4132,4074,2005
50074,"Caspe",8486,4390,4096,2006
50074,"Caspe",8495,4352,4143,2007
50074,"Caspe",8848,4549,4299,2008
50074,"Caspe",9728,5141,4587,2009
50074,"Caspe",9989,5249,4740,2010
50074,"Caspe",9871,5150,4721,2011
50074,"Caspe",9885,5153,4732,2012
50074,"Caspe",9858,5146,4712,2013
