"cod","mun","total","hombres","mujeres","date"
50113,"Fuendejalón",908,463,445,1998
50113,"Fuendejalón",891,451,440,1999
50113,"Fuendejalón",872,437,435,2000
50113,"Fuendejalón",853,431,422,2001
50113,"Fuendejalón",820,418,402,2002
50113,"Fuendejalón",794,406,388,2003
50113,"Fuendejalón",773,395,378,2004
50113,"Fuendejalón",750,385,365,2005
50113,"Fuendejalón",851,465,386,2006
50113,"Fuendejalón",868,466,402,2007
50113,"Fuendejalón",1034,594,440,2008
50113,"Fuendejalón",969,539,430,2009
50113,"Fuendejalón",953,516,437,2010
50113,"Fuendejalón",979,529,450,2011
50113,"Fuendejalón",973,528,445,2012
50113,"Fuendejalón",948,516,432,2013
