"cod","mun","total","hombres","mujeres","date"
44219,"Tornos",257,138,119,1998
44219,"Tornos",257,138,119,1999
44219,"Tornos",249,134,115,2000
44219,"Tornos",245,131,114,2001
44219,"Tornos",243,128,115,2002
44219,"Tornos",241,126,115,2003
44219,"Tornos",239,125,114,2004
44219,"Tornos",242,124,118,2005
44219,"Tornos",250,132,118,2006
44219,"Tornos",250,131,119,2007
44219,"Tornos",240,127,113,2008
44219,"Tornos",234,126,108,2009
44219,"Tornos",232,126,106,2010
44219,"Tornos",230,125,105,2011
44219,"Tornos",231,124,107,2012
44219,"Tornos",234,124,110,2013
