"cod","mun","total","hombres","mujeres","date"
44175,"Orrios",194,103,91,1998
44175,"Orrios",196,100,96,1999
44175,"Orrios",191,98,93,2000
44175,"Orrios",190,98,92,2001
44175,"Orrios",188,95,93,2002
44175,"Orrios",182,92,90,2003
44175,"Orrios",180,91,89,2004
44175,"Orrios",175,88,87,2005
44175,"Orrios",173,87,86,2006
44175,"Orrios",174,89,85,2007
44175,"Orrios",172,89,83,2008
44175,"Orrios",168,86,82,2009
44175,"Orrios",159,83,76,2010
44175,"Orrios",153,78,75,2011
44175,"Orrios",152,76,76,2012
44175,"Orrios",145,73,72,2013
