"cod","mun","total","hombres","mujeres","date"
50099,"Épila",3959,2045,1914,1998
50099,"Épila",3943,2042,1901,1999
50099,"Épila",3971,2043,1928,2000
50099,"Épila",4019,2064,1955,2001
50099,"Épila",4048,2103,1945,2002
50099,"Épila",4050,2130,1920,2003
50099,"Épila",4089,2148,1941,2004
50099,"Épila",4164,2187,1977,2005
50099,"Épila",4184,2179,2005,2006
50099,"Épila",4251,2246,2005,2007
50099,"Épila",4682,2488,2194,2008
50099,"Épila",4691,2502,2189,2009
50099,"Épila",4765,2548,2217,2010
50099,"Épila",4720,2531,2189,2011
50099,"Épila",4746,2537,2209,2012
50099,"Épila",4734,2511,2223,2013
