"cod","mun","total","hombres","mujeres","date"
44124,"Hoz de la Vieja (La)",139,73,66,1998
44124,"Hoz de la Vieja (La)",139,73,66,1999
44124,"Hoz de la Vieja (La)",123,62,61,2000
44124,"Hoz de la Vieja (La)",120,61,59,2001
44124,"Hoz de la Vieja (La)",118,58,60,2002
44124,"Hoz de la Vieja (La)",109,52,57,2003
44124,"Hoz de la Vieja (La)",108,56,52,2004
44124,"Hoz de la Vieja (La)",106,57,49,2005
44124,"Hoz de la Vieja (La)",100,50,50,2006
44124,"Hoz de la Vieja (La)",96,48,48,2007
44124,"Hoz de la Vieja (La)",96,49,47,2008
44124,"Hoz de la Vieja (La)",96,49,47,2009
44124,"Hoz de la Vieja (La)",88,47,41,2010
44124,"Hoz de la Vieja (La)",89,48,41,2011
44124,"Hoz de la Vieja (La)",79,41,38,2012
44124,"Hoz de la Vieja (La)",83,43,40,2013
