"cod","mun","total","hombres","mujeres","date"
22165,"Ontiñena",656,332,324,1998
22165,"Ontiñena",651,331,320,1999
22165,"Ontiñena",652,326,326,2000
22165,"Ontiñena",646,327,319,2001
22165,"Ontiñena",649,329,320,2002
22165,"Ontiñena",637,319,318,2003
22165,"Ontiñena",623,313,310,2004
22165,"Ontiñena",621,315,306,2005
22165,"Ontiñena",608,309,299,2006
22165,"Ontiñena",610,307,303,2007
22165,"Ontiñena",617,314,303,2008
22165,"Ontiñena",602,308,294,2009
22165,"Ontiñena",586,297,289,2010
22165,"Ontiñena",597,305,292,2011
22165,"Ontiñena",584,296,288,2012
22165,"Ontiñena",585,294,291,2013
