"cod","mun","total","hombres","mujeres","date"
22137,"Lanaja",1605,839,766,1998
22137,"Lanaja",1574,819,755,1999
22137,"Lanaja",1569,812,757,2000
22137,"Lanaja",1552,802,750,2001
22137,"Lanaja",1545,801,744,2002
22137,"Lanaja",1496,775,721,2003
22137,"Lanaja",1481,774,707,2004
22137,"Lanaja",1478,772,706,2005
22137,"Lanaja",1457,763,694,2006
22137,"Lanaja",1461,760,701,2007
22137,"Lanaja",1478,765,713,2008
22137,"Lanaja",1460,755,705,2009
22137,"Lanaja",1417,743,674,2010
22137,"Lanaja",1381,725,656,2011
22137,"Lanaja",1358,721,637,2012
22137,"Lanaja",1340,711,629,2013
