"cod","mun","total","hombres","mujeres","date"
44227,"Torre los Negros",95,47,48,1998
44227,"Torre los Negros",93,47,46,1999
44227,"Torre los Negros",100,49,51,2000
44227,"Torre los Negros",98,49,49,2001
44227,"Torre los Negros",99,48,51,2002
44227,"Torre los Negros",90,45,45,2003
44227,"Torre los Negros",94,47,47,2004
44227,"Torre los Negros",107,51,56,2005
44227,"Torre los Negros",109,54,55,2006
44227,"Torre los Negros",103,53,50,2007
44227,"Torre los Negros",99,51,48,2008
44227,"Torre los Negros",95,51,44,2009
44227,"Torre los Negros",105,54,51,2010
44227,"Torre los Negros",103,54,49,2011
44227,"Torre los Negros",98,55,43,2012
44227,"Torre los Negros",91,50,41,2013
