"cod","mun","total","hombres","mujeres","date"
44158,"Mora de Rubielos",1378,715,663,1998
44158,"Mora de Rubielos",1360,703,657,1999
44158,"Mora de Rubielos",1371,704,667,2000
44158,"Mora de Rubielos",1363,695,668,2001
44158,"Mora de Rubielos",1370,707,663,2002
44158,"Mora de Rubielos",1391,716,675,2003
44158,"Mora de Rubielos",1433,738,695,2004
44158,"Mora de Rubielos",1553,823,730,2005
44158,"Mora de Rubielos",1609,873,736,2006
44158,"Mora de Rubielos",1615,865,750,2007
44158,"Mora de Rubielos",1699,914,785,2008
44158,"Mora de Rubielos",1756,936,820,2009
44158,"Mora de Rubielos",1706,877,829,2010
44158,"Mora de Rubielos",1666,850,816,2011
44158,"Mora de Rubielos",1649,845,804,2012
44158,"Mora de Rubielos",1632,827,805,2013
