"cod","mun","total","hombres","mujeres","date"
44182,"Perales del Alfambra",299,163,136,1998
44182,"Perales del Alfambra",297,159,138,1999
44182,"Perales del Alfambra",295,155,140,2000
44182,"Perales del Alfambra",287,149,138,2001
44182,"Perales del Alfambra",291,154,137,2002
44182,"Perales del Alfambra",281,150,131,2003
44182,"Perales del Alfambra",294,156,138,2004
44182,"Perales del Alfambra",296,160,136,2005
44182,"Perales del Alfambra",286,157,129,2006
44182,"Perales del Alfambra",295,160,135,2007
44182,"Perales del Alfambra",296,162,134,2008
44182,"Perales del Alfambra",278,148,130,2009
44182,"Perales del Alfambra",279,148,131,2010
44182,"Perales del Alfambra",268,146,122,2011
44182,"Perales del Alfambra",269,147,122,2012
44182,"Perales del Alfambra",265,139,126,2013
