"cod","mun","total","hombres","mujeres","date"
44005,"Aguilar del Alfambra",84,42,42,1998
44005,"Aguilar del Alfambra",86,40,46,1999
44005,"Aguilar del Alfambra",83,40,43,2000
44005,"Aguilar del Alfambra",92,46,46,2001
44005,"Aguilar del Alfambra",82,42,40,2002
44005,"Aguilar del Alfambra",82,43,39,2003
44005,"Aguilar del Alfambra",79,43,36,2004
44005,"Aguilar del Alfambra",79,45,34,2005
44005,"Aguilar del Alfambra",75,41,34,2006
44005,"Aguilar del Alfambra",72,38,34,2007
44005,"Aguilar del Alfambra",71,39,32,2008
44005,"Aguilar del Alfambra",66,37,29,2009
44005,"Aguilar del Alfambra",67,39,28,2010
44005,"Aguilar del Alfambra",70,42,28,2011
44005,"Aguilar del Alfambra",73,44,29,2012
44005,"Aguilar del Alfambra",75,45,30,2013
