"cod","mun","total","hombres","mujeres","date"
50285,"Villafranca de Ebro",672,321,351,1998
50285,"Villafranca de Ebro",681,326,355,1999
50285,"Villafranca de Ebro",680,331,349,2000
50285,"Villafranca de Ebro",690,340,350,2001
50285,"Villafranca de Ebro",708,343,365,2002
50285,"Villafranca de Ebro",672,331,341,2003
50285,"Villafranca de Ebro",684,340,344,2004
50285,"Villafranca de Ebro",734,361,373,2005
50285,"Villafranca de Ebro",733,364,369,2006
50285,"Villafranca de Ebro",735,354,381,2007
50285,"Villafranca de Ebro",750,363,387,2008
50285,"Villafranca de Ebro",777,383,394,2009
50285,"Villafranca de Ebro",837,423,414,2010
50285,"Villafranca de Ebro",837,416,421,2011
50285,"Villafranca de Ebro",834,412,422,2012
50285,"Villafranca de Ebro",834,409,425,2013
