"cod","mun","total","hombres","mujeres","date"
44066,"Castel de Cabra",183,97,86,1998
44066,"Castel de Cabra",176,92,84,1999
44066,"Castel de Cabra",172,90,82,2000
44066,"Castel de Cabra",159,83,76,2001
44066,"Castel de Cabra",161,84,77,2002
44066,"Castel de Cabra",157,81,76,2003
44066,"Castel de Cabra",149,78,71,2004
44066,"Castel de Cabra",140,72,68,2005
44066,"Castel de Cabra",141,74,67,2006
44066,"Castel de Cabra",151,75,76,2007
44066,"Castel de Cabra",147,77,70,2008
44066,"Castel de Cabra",143,76,67,2009
44066,"Castel de Cabra",140,74,66,2010
44066,"Castel de Cabra",140,73,67,2011
44066,"Castel de Cabra",138,72,66,2012
44066,"Castel de Cabra",131,68,63,2013
