"cod","mun","total","hombres","mujeres","date"
50001,"Abanto",189,101,88,1998
50001,"Abanto",184,98,86,1999
50001,"Abanto",184,100,84,2000
50001,"Abanto",179,96,83,2001
50001,"Abanto",172,94,78,2002
50001,"Abanto",158,86,72,2003
50001,"Abanto",155,84,71,2004
50001,"Abanto",150,80,70,2005
50001,"Abanto",150,80,70,2006
50001,"Abanto",145,77,68,2007
50001,"Abanto",133,71,62,2008
50001,"Abanto",125,66,59,2009
50001,"Abanto",124,65,59,2010
50001,"Abanto",130,67,63,2011
50001,"Abanto",127,66,61,2012
50001,"Abanto",133,72,61,2013
