"cod","mun","total","hombres","mujeres","date"
22160,"Naval",302,151,151,1998
22160,"Naval",300,152,148,1999
22160,"Naval",295,151,144,2000
22160,"Naval",289,145,144,2001
22160,"Naval",308,156,152,2002
22160,"Naval",295,143,152,2003
22160,"Naval",296,144,152,2004
22160,"Naval",302,148,154,2005
22160,"Naval",296,147,149,2006
22160,"Naval",288,142,146,2007
22160,"Naval",270,131,139,2008
22160,"Naval",266,132,134,2009
22160,"Naval",265,133,132,2010
22160,"Naval",258,132,126,2011
22160,"Naval",250,127,123,2012
22160,"Naval",250,128,122,2013
