"cod","mun","total","hombres","mujeres","date"
50134,"Langa del Castillo",190,90,100,1998
50134,"Langa del Castillo",190,88,102,1999
50134,"Langa del Castillo",197,91,106,2000
50134,"Langa del Castillo",192,91,101,2001
50134,"Langa del Castillo",183,88,95,2002
50134,"Langa del Castillo",171,81,90,2003
50134,"Langa del Castillo",175,86,89,2004
50134,"Langa del Castillo",164,82,82,2005
50134,"Langa del Castillo",159,79,80,2006
50134,"Langa del Castillo",154,73,81,2007
50134,"Langa del Castillo",151,70,81,2008
50134,"Langa del Castillo",152,72,80,2009
50134,"Langa del Castillo",151,71,80,2010
50134,"Langa del Castillo",145,72,73,2011
50134,"Langa del Castillo",141,70,71,2012
50134,"Langa del Castillo",134,66,68,2013
