"cod","mun","total","hombres","mujeres","date"
22193,"Pueyo de Santa Cruz",359,185,174,1998
22193,"Pueyo de Santa Cruz",347,173,174,1999
22193,"Pueyo de Santa Cruz",340,171,169,2000
22193,"Pueyo de Santa Cruz",350,176,174,2001
22193,"Pueyo de Santa Cruz",349,174,175,2002
22193,"Pueyo de Santa Cruz",335,166,169,2003
22193,"Pueyo de Santa Cruz",330,167,163,2004
22193,"Pueyo de Santa Cruz",334,170,164,2005
22193,"Pueyo de Santa Cruz",347,176,171,2006
22193,"Pueyo de Santa Cruz",377,191,186,2007
22193,"Pueyo de Santa Cruz",366,183,183,2008
22193,"Pueyo de Santa Cruz",370,187,183,2009
22193,"Pueyo de Santa Cruz",369,188,181,2010
22193,"Pueyo de Santa Cruz",371,192,179,2011
22193,"Pueyo de Santa Cruz",362,185,177,2012
22193,"Pueyo de Santa Cruz",358,183,175,2013
