"cod","mun","total","hombres","mujeres","date"
44071,"Castellote",744,379,365,1998
44071,"Castellote",739,380,359,1999
44071,"Castellote",737,382,355,2000
44071,"Castellote",741,386,355,2001
44071,"Castellote",796,417,379,2002
44071,"Castellote",805,424,381,2003
44071,"Castellote",794,414,380,2004
44071,"Castellote",787,412,375,2005
44071,"Castellote",817,433,384,2006
44071,"Castellote",819,436,383,2007
44071,"Castellote",832,436,396,2008
44071,"Castellote",824,426,398,2009
44071,"Castellote",804,420,384,2010
44071,"Castellote",805,417,388,2011
44071,"Castellote",794,415,379,2012
44071,"Castellote",782,406,376,2013
