"cod","mun","total","hombres","mujeres","date"
50110,"Frasno (El)",555,291,264,1998
50110,"Frasno (El)",556,293,263,1999
50110,"Frasno (El)",561,299,262,2000
50110,"Frasno (El)",551,293,258,2001
50110,"Frasno (El)",552,290,262,2002
50110,"Frasno (El)",535,285,250,2003
50110,"Frasno (El)",530,280,250,2004
50110,"Frasno (El)",505,267,238,2005
50110,"Frasno (El)",494,259,235,2006
50110,"Frasno (El)",477,252,225,2007
50110,"Frasno (El)",480,257,223,2008
50110,"Frasno (El)",479,255,224,2009
50110,"Frasno (El)",476,250,226,2010
50110,"Frasno (El)",477,250,227,2011
50110,"Frasno (El)",452,237,215,2012
50110,"Frasno (El)",441,233,208,2013
