"cod","mun","total","hombres","mujeres","date"
22213,"Sariñena",4026,2001,2025,1998
22213,"Sariñena",4026,2001,2025,1999
22213,"Sariñena",4021,2019,2002,2000
22213,"Sariñena",3984,2001,1983,2001
22213,"Sariñena",3996,2023,1973,2002
22213,"Sariñena",3987,2029,1958,2003
22213,"Sariñena",4026,2062,1964,2004
22213,"Sariñena",4021,2065,1956,2005
22213,"Sariñena",4152,2142,2010,2006
22213,"Sariñena",4206,2162,2044,2007
22213,"Sariñena",4308,2233,2075,2008
22213,"Sariñena",4455,2327,2128,2009
22213,"Sariñena",4428,2305,2123,2010
22213,"Sariñena",4402,2281,2121,2011
22213,"Sariñena",4402,2289,2113,2012
22213,"Sariñena",4323,2240,2083,2013
