"cod","mun","total","hombres","mujeres","date"
50148,"Luesia",425,220,205,1998
50148,"Luesia",413,214,199,1999
50148,"Luesia",443,230,213,2000
50148,"Luesia",432,232,200,2001
50148,"Luesia",427,229,198,2002
50148,"Luesia",400,218,182,2003
50148,"Luesia",384,210,174,2004
50148,"Luesia",376,206,170,2005
50148,"Luesia",407,221,186,2006
50148,"Luesia",416,229,187,2007
50148,"Luesia",394,219,175,2008
50148,"Luesia",377,209,168,2009
50148,"Luesia",361,201,160,2010
50148,"Luesia",401,217,184,2011
50148,"Luesia",366,201,165,2012
50148,"Luesia",325,181,144,2013
