"cod","mun","total","hombres","mujeres","date"
44265,"Vinaceite",304,158,146,1998
44265,"Vinaceite",293,154,139,1999
44265,"Vinaceite",287,149,138,2000
44265,"Vinaceite",282,146,136,2001
44265,"Vinaceite",282,144,138,2002
44265,"Vinaceite",282,143,139,2003
44265,"Vinaceite",281,141,140,2004
44265,"Vinaceite",271,138,133,2005
44265,"Vinaceite",249,125,124,2006
44265,"Vinaceite",332,183,149,2007
44265,"Vinaceite",322,179,143,2008
44265,"Vinaceite",330,178,152,2009
44265,"Vinaceite",314,168,146,2010
44265,"Vinaceite",301,164,137,2011
44265,"Vinaceite",308,168,140,2012
44265,"Vinaceite",287,157,130,2013
