"cod","mun","total","hombres","mujeres","date"
44032,"Bádenas",25,12,13,1998
44032,"Bádenas",24,12,12,1999
44032,"Bádenas",24,12,12,2000
44032,"Bádenas",21,11,10,2001
44032,"Bádenas",20,11,9,2002
44032,"Bádenas",17,11,6,2003
44032,"Bádenas",19,12,7,2004
44032,"Bádenas",21,13,8,2005
44032,"Bádenas",30,17,13,2006
44032,"Bádenas",30,17,13,2007
44032,"Bádenas",27,16,11,2008
44032,"Bádenas",25,15,10,2009
44032,"Bádenas",22,13,9,2010
44032,"Bádenas",21,12,9,2011
44032,"Bádenas",21,12,9,2012
44032,"Bádenas",20,11,9,2013
