"cod","mun","total","hombres","mujeres","date"
44110,"Fuenferrada",50,27,23,1998
44110,"Fuenferrada",48,26,22,1999
44110,"Fuenferrada",47,26,21,2000
44110,"Fuenferrada",49,27,22,2001
44110,"Fuenferrada",46,26,20,2002
44110,"Fuenferrada",46,24,22,2003
44110,"Fuenferrada",46,24,22,2004
44110,"Fuenferrada",43,23,20,2005
44110,"Fuenferrada",43,23,20,2006
44110,"Fuenferrada",42,21,21,2007
44110,"Fuenferrada",41,21,20,2008
44110,"Fuenferrada",38,20,18,2009
44110,"Fuenferrada",37,19,18,2010
44110,"Fuenferrada",62,35,27,2011
44110,"Fuenferrada",62,35,27,2012
44110,"Fuenferrada",61,36,25,2013
